Year_Location,Year,LocationAbbr,LocationDesc,Data_Value,Age,State_Tax
2008TN,2008,TN,Tennessee,25.9,45 to 64 Years,0.62
1997TN,1997,TN,Tennessee,31.4,25 to 44 Years,0.13
1997TN,1997,TN,Tennessee,31,18 to 24 Years,0.13
1997TN,1997,TN,Tennessee,27.9,45 to 64 Years,0.13
1997TN,1997,TN,Tennessee,12.6,65 Years and Older,0.13
2001TN,2001,TN,Tennessee,25,45 to 64 Years,0.13
2001TN,2001,TN,Tennessee,28.9,25 to 44 Years,0.13
2001TN,2001,TN,Tennessee,30,18 to 24 Years,0.13
2001TN,2001,TN,Tennessee,9.5,65 Years and Older,0.13
2008TN,2008,TN,Tennessee,26.8,25 to 44 Years,0.62
2000TN,2000,TN,Tennessee,10.5,65 Years and Older,0.13
2000TN,2000,TN,Tennessee,23.7,45 to 64 Years,0.13
2007TN,2007,TN,Tennessee,26.7,25 to 44 Years,0.41
2007TN,2007,TN,Tennessee,27.9,45 to 64 Years,0.41
2007TN,2007,TN,Tennessee,27.9,18 to 24 Years,0.41
2007TN,2007,TN,Tennessee,9.5,65 Years and Older,0.41
2009TN,2009,TN,Tennessee,25.9,25 to 44 Years,0.62
2009TN,2009,TN,Tennessee,30.8,18 to 24 Years,0.62
2004TN,2004,TN,Tennessee,33.4,18 to 24 Years,0.2
2004TN,2004,TN,Tennessee,30.4,25 to 44 Years,0.2
2004TN,2004,TN,Tennessee,24.9,45 to 64 Years,0.2
2004TN,2004,TN,Tennessee,13.3,65 Years and Older,0.2
1998TN,1998,TN,Tennessee,13.4,65 Years and Older,0.13
1998TN,1998,TN,Tennessee,24.3,45 to 64 Years,0.13
1998TN,1998,TN,Tennessee,25.8,18 to 24 Years,0.13
1998TN,1998,TN,Tennessee,33.4,25 to 44 Years,0.13
2003TN,2003,TN,Tennessee,28.7,25 to 44 Years,0.2
2003TN,2003,TN,Tennessee,28.1,45 to 64 Years,0.2
2003TN,2003,TN,Tennessee,26.1,18 to 24 Years,0.2
2003TN,2003,TN,Tennessee,11.9,65 Years and Older,0.2
2010TN,2010,TN,Tennessee,17.9,18 to 24 Years,0.62
2010TN,2010,TN,Tennessee,22.6,25 to 44 Years,0.62
2010TN,2010,TN,Tennessee,23.2,45 to 64 Years,0.62
2009TN,2009,TN,Tennessee,22.1,45 to 64 Years,0.62
2009TN,2009,TN,Tennessee,10.1,65 Years and Older,0.62
2000TX,2000,TX,Texas,27.1,18 to 24 Years,0.41
2000TX,2000,TX,Texas,23.3,25 to 44 Years,0.41
2000TX,2000,TX,Texas,23.2,45 to 64 Years,0.41
2000TX,2000,TX,Texas,11.2,65 Years and Older,0.41
2001TX,2001,TX,Texas,26.5,18 to 24 Years,0.41
2001TX,2001,TX,Texas,25.6,25 to 44 Years,0.41
2001TX,2001,TX,Texas,22,45 to 64 Years,0.41
2001TX,2001,TX,Texas,11.3,65 Years and Older,0.41
2002TX,2002,TX,Texas,12.9,65 Years and Older,0.41
2002TX,2002,TX,Texas,24.6,45 to 64 Years,0.41
2002TX,2002,TX,Texas,24.6,25 to 44 Years,0.41
2002TX,2002,TX,Texas,23.7,18 to 24 Years,0.41
1999TX,1999,TX,Texas,10.2,65 Years and Older,0.41
1999TX,1999,TX,Texas,25.4,25 to 44 Years,0.41
1999TX,1999,TX,Texas,26.1,18 to 24 Years,0.41
1999TX,1999,TX,Texas,22.6,45 to 64 Years,0.41
2003TX,2003,TX,Texas,28.3,18 to 24 Years,0.41
2003TX,2003,TX,Texas,10.9,65 Years and Older,0.41
2003TX,2003,TX,Texas,23.1,25 to 44 Years,0.41
2003TX,2003,TX,Texas,23.1,45 to 64 Years,0.41
2004TX,2004,TX,Texas,27.2,18 to 24 Years,0.41
2004TX,2004,TX,Texas,21.4,25 to 44 Years,0.41
2004TX,2004,TX,Texas,20.9,45 to 64 Years,0.41
2004TX,2004,TX,Texas,10.3,65 Years and Older,0.41
2005TX,2005,TX,Texas,10.3,65 Years and Older,0.41
2005TX,2005,TX,Texas,26,18 to 24 Years,0.41
2005TX,2005,TX,Texas,20.8,25 to 44 Years,0.41
2005TX,2005,TX,Texas,20.5,45 to 64 Years,0.41
2006TX,2006,TX,Texas,17.4,25 to 44 Years,0.41
2006TX,2006,TX,Texas,20.2,45 to 64 Years,0.41
2006TX,2006,TX,Texas,23.4,18 to 24 Years,0.41
2006TX,2006,TX,Texas,9.8,65 Years and Older,0.41
2007TX,2007,TX,Texas,9.8,65 Years and Older,1.41
2007TX,2007,TX,Texas,23.7,18 to 24 Years,1.41
2007TX,2007,TX,Texas,21,25 to 44 Years,1.41
2007TX,2007,TX,Texas,20.2,45 to 64 Years,1.41
1998TX,1998,TX,Texas,10.2,65 Years and Older,0.41
1998TX,1998,TX,Texas,22.6,45 to 64 Years,0.41
1998TX,1998,TX,Texas,24.7,18 to 24 Years,0.41
1998TX,1998,TX,Texas,24.9,25 to 44 Years,0.41
2008TX,2008,TX,Texas,8.3,65 Years and Older,1.41
2008TX,2008,TX,Texas,20.9,25 to 44 Years,1.41
2008TX,2008,TX,Texas,20.3,18 to 24 Years,1.41
2008TX,2008,TX,Texas,19.6,45 to 64 Years,1.41
1996TX,1996,TX,Texas,13.7,65 Years and Older,0.41
1996TX,1996,TX,Texas,22.7,18 to 24 Years,0.41
1996TX,1996,TX,Texas,24.4,45 to 64 Years,0.41
1996TX,1996,TX,Texas,25.1,25 to 44 Years,0.41
2009TX,2009,TX,Texas,9,65 Years and Older,1.41
2009TX,2009,TX,Texas,20.9,25 to 44 Years,1.41
2009TX,2009,TX,Texas,20.7,18 to 24 Years,1.41
2009TX,2009,TX,Texas,17.2,45 to 64 Years,1.41
2010TX,2010,TX,Texas,16.2,25 to 44 Years,1.41
2010TX,2010,TX,Texas,17.7,45 to 64 Years,1.41
2010TX,2010,TX,Texas,20.3,18 to 24 Years,1.41
2010TX,2010,TX,Texas,8.5,65 Years and Older,1.41
1997TX,1997,TX,Texas,25.9,25 to 44 Years,0.41
1997TX,1997,TX,Texas,23.2,18 to 24 Years,0.41
1997TX,1997,TX,Texas,10.9,65 Years and Older,0.41
1997TX,1997,TX,Texas,23.2,45 to 64 Years,0.41
2008UT,2008,UT,Utah,8.8,18 to 24 Years,0.695
2007UT,2007,UT,Utah,10.8,45 to 64 Years,0.695
2007UT,2007,UT,Utah,13.7,25 to 44 Years,0.695
2007UT,2007,UT,Utah,13.8,18 to 24 Years,0.695
2007UT,2007,UT,Utah,4.2,65 Years and Older,0.695
2006UT,2006,UT,Utah,3.9,65 Years and Older,0.695
2006UT,2006,UT,Utah,12.3,25 to 44 Years,0.695
2006UT,2006,UT,Utah,10.5,45 to 64 Years,0.695
2006UT,2006,UT,Utah,7.5,18 to 24 Years,0.695
2005UT,2005,UT,Utah,4.9,65 Years and Older,0.695
2005UT,2005,UT,Utah,12.6,45 to 64 Years,0.695
2005UT,2005,UT,Utah,12.6,25 to 44 Years,0.695
2005UT,2005,UT,Utah,12,18 to 24 Years,0.695
2009UT,2009,UT,Utah,3.9,65 Years and Older,0.695
2009UT,2009,UT,Utah,11.1,25 to 44 Years,0.695
2009UT,2009,UT,Utah,10.5,45 to 64 Years,0.695
2009UT,2009,UT,Utah,10.1,18 to 24 Years,0.695
2004UT,2004,UT,Utah,11.8,25 to 44 Years,0.695
2004UT,2004,UT,Utah,12.4,18 to 24 Years,0.695
2004UT,2004,UT,Utah,4.7,65 Years and Older,0.695
2004UT,2004,UT,Utah,9.8,45 to 64 Years,0.695
2003UT,2003,UT,Utah,5.8,65 Years and Older,0.695
2003UT,2003,UT,Utah,10.1,18 to 24 Years,0.695
2003UT,2003,UT,Utah,11.6,45 to 64 Years,0.695
2003UT,2003,UT,Utah,14.8,25 to 44 Years,0.695
1996UT,1996,UT,Utah,15.6,45 to 64 Years,0.265
1996UT,1996,UT,Utah,17.4,25 to 44 Years,0.265
1996UT,1996,UT,Utah,21.2,18 to 24 Years,0.265
1996UT,1996,UT,Utah,5.6,65 Years and Older,0.265
2010UT,2010,UT,Utah,9.7,45 to 64 Years,1.1975
2010UT,2010,UT,Utah,9.4,25 to 44 Years,1.1975
2010UT,2010,UT,Utah,11.1,18 to 24 Years,1.1975
2010UT,2010,UT,Utah,4.6,65 Years and Older,1.1975
1999UT,1999,UT,Utah,17.4,18 to 24 Years,0.515
1999UT,1999,UT,Utah,13.3,45 to 64 Years,0.515
1999UT,1999,UT,Utah,15.9,25 to 44 Years,0.515
1999UT,1999,UT,Utah,5.9,65 Years and Older,0.515
2002UT,2002,UT,Utah,13.9,45 to 64 Years,0.695
2002UT,2002,UT,Utah,14.9,25 to 44 Years,0.695
2002UT,2002,UT,Utah,4.8,65 Years and Older,0.695
2002UT,2002,UT,Utah,11.7,18 to 24 Years,0.695
1997UT,1997,UT,Utah,4.5,65 Years and Older,0.515
1997UT,1997,UT,Utah,15.7,25 to 44 Years,0.515
1997UT,1997,UT,Utah,15.1,18 to 24 Years,0.515
1997UT,1997,UT,Utah,14.4,45 to 64 Years,0.515
2000UT,2000,UT,Utah,13.4,45 to 64 Years,0.515
2000UT,2000,UT,Utah,13.9,25 to 44 Years,0.515
2000UT,2000,UT,Utah,16.9,18 to 24 Years,0.515
2000UT,2000,UT,Utah,4.2,65 Years and Older,0.515
2001UT,2001,UT,Utah,2.6,65 Years and Older,0.515
2001UT,2001,UT,Utah,17,25 to 44 Years,0.515
2001UT,2001,UT,Utah,13.8,45 to 64 Years,0.515
2001UT,2001,UT,Utah,12.3,18 to 24 Years,0.515
1998UT,1998,UT,Utah,5.8,65 Years and Older,0.515
1998UT,1998,UT,Utah,17.4,25 to 44 Years,0.515
1998UT,1998,UT,Utah,13.9,45 to 64 Years,0.515
1998UT,1998,UT,Utah,13.4,18 to 24 Years,0.515
2008UT,2008,UT,Utah,10.3,25 to 44 Years,0.695
2008UT,2008,UT,Utah,10.6,45 to 64 Years,0.695
2008UT,2008,UT,Utah,3.4,65 Years and Older,0.695
1998VT,1998,VT,Vermont,8.3,65 Years and Older,0.44
2004VT,2004,VT,Vermont,7.9,65 Years and Older,1.19
2004VT,2004,VT,Vermont,29.1,18 to 24 Years,1.19
2004VT,2004,VT,Vermont,23.5,25 to 44 Years,1.19
2004VT,2004,VT,Vermont,18.8,45 to 64 Years,1.19
1998VT,1998,VT,Vermont,27.9,25 to 44 Years,0.44
1998VT,1998,VT,Vermont,27.5,18 to 24 Years,0.44
1998VT,1998,VT,Vermont,20,45 to 64 Years,0.44
2008VT,2008,VT,Vermont,20.9,25 to 44 Years,1.89
2008VT,2008,VT,Vermont,16.1,45 to 64 Years,1.89
2003VT,2003,VT,Vermont,30.1,18 to 24 Years,1.19
2003VT,2003,VT,Vermont,22.7,25 to 44 Years,1.19
2003VT,2003,VT,Vermont,7.2,65 Years and Older,1.19
2003VT,2003,VT,Vermont,18.5,45 to 64 Years,1.19
2008VT,2008,VT,Vermont,22.6,18 to 24 Years,1.89
2002VT,2002,VT,Vermont,7.6,65 Years and Older,0.93
2002VT,2002,VT,Vermont,18.9,45 to 64 Years,0.93
2002VT,2002,VT,Vermont,25.2,25 to 44 Years,0.93
1996VT,1996,VT,Vermont,35.6,18 to 24 Years,0.44
1996VT,1996,VT,Vermont,28.1,25 to 44 Years,0.44
1996VT,1996,VT,Vermont,20.8,45 to 64 Years,0.44
1996VT,1996,VT,Vermont,10.4,65 Years and Older,0.44
2010VT,2010,VT,Vermont,5.8,65 Years and Older,2.24
2010VT,2010,VT,Vermont,21.9,25 to 44 Years,2.24
2010VT,2010,VT,Vermont,16.4,18 to 24 Years,2.24
2010VT,2010,VT,Vermont,14.4,45 to 64 Years,2.24
2000VT,2000,VT,Vermont,8.1,65 Years and Older,0.44
2000VT,2000,VT,Vermont,25.9,25 to 44 Years,0.44
2000VT,2000,VT,Vermont,15.8,45 to 64 Years,0.44
2000VT,2000,VT,Vermont,37.7,18 to 24 Years,0.44
1999VT,1999,VT,Vermont,35.3,18 to 24 Years,0.44
1999VT,1999,VT,Vermont,7.4,65 Years and Older,0.44
1999VT,1999,VT,Vermont,24.7,25 to 44 Years,0.44
1999VT,1999,VT,Vermont,19.6,45 to 64 Years,0.44
2001VT,2001,VT,Vermont,9.5,65 Years and Older,0.44
2001VT,2001,VT,Vermont,34.7,18 to 24 Years,0.44
2001VT,2001,VT,Vermont,25.9,25 to 44 Years,0.44
2001VT,2001,VT,Vermont,19.6,45 to 64 Years,0.44
2008VT,2008,VT,Vermont,6.3,65 Years and Older,1.89
2007VT,2007,VT,Vermont,16,45 to 64 Years,1.79
2007VT,2007,VT,Vermont,21.5,25 to 44 Years,1.79
2007VT,2007,VT,Vermont,26.9,18 to 24 Years,1.79
2007VT,2007,VT,Vermont,7.1,65 Years and Older,1.79
2002VT,2002,VT,Vermont,33.7,18 to 24 Years,0.93
2006VT,2006,VT,Vermont,16.6,45 to 64 Years,1.49
2006VT,2006,VT,Vermont,21.7,25 to 44 Years,1.49
2006VT,2006,VT,Vermont,27.1,18 to 24 Years,1.49
2006VT,2006,VT,Vermont,7.4,65 Years and Older,1.49
2005VT,2005,VT,Vermont,6.9,65 Years and Older,1.19
2005VT,2005,VT,Vermont,24.2,25 to 44 Years,1.19
2005VT,2005,VT,Vermont,24,18 to 24 Years,1.19
2005VT,2005,VT,Vermont,18.7,45 to 64 Years,1.19
2009VT,2009,VT,Vermont,13.9,45 to 64 Years,2.115
2009VT,2009,VT,Vermont,22.2,25 to 44 Years,2.115
2009VT,2009,VT,Vermont,30.6,18 to 24 Years,2.115
2009VT,2009,VT,Vermont,6.1,65 Years and Older,2.115
1997VT,1997,VT,Vermont,9.4,65 Years and Older,0.44
1997VT,1997,VT,Vermont,38.5,18 to 24 Years,0.44
1997VT,1997,VT,Vermont,25.4,25 to 44 Years,0.44
1997VT,1997,VT,Vermont,20.8,45 to 64 Years,0.44
1997VA,1997,VA,Virginia,26.1,25 to 44 Years,0.025
1997VA,1997,VA,Virginia,23.7,45 to 64 Years,0.025
1997VA,1997,VA,Virginia,12.4,65 Years and Older,0.025
2000VA,2000,VA,Virginia,9.3,65 Years and Older,0.025
2008VA,2008,VA,Virginia,19.4,18 to 24 Years,0.3
2008VA,2008,VA,Virginia,17.5,25 to 44 Years,0.3
2008VA,2008,VA,Virginia,17.5,45 to 64 Years,0.3
2004VA,2004,VA,Virginia,18.7,45 to 64 Years,0.2
2004VA,2004,VA,Virginia,24.8,25 to 44 Years,0.2
2004VA,2004,VA,Virginia,28.6,18 to 24 Years,0.2
2004VA,2004,VA,Virginia,8.3,65 Years and Older,0.2
2005VA,2005,VA,Virginia,25.7,25 to 44 Years,0.3
2005VA,2005,VA,Virginia,23.5,18 to 24 Years,0.3
2005VA,2005,VA,Virginia,19.4,45 to 64 Years,0.3
2005VA,2005,VA,Virginia,7.8,65 Years and Older,0.3
1998VA,1998,VA,Virginia,31.2,18 to 24 Years,0.025
1998VA,1998,VA,Virginia,25.9,25 to 44 Years,0.025
1998VA,1998,VA,Virginia,19.2,45 to 64 Years,0.025
1998VA,1998,VA,Virginia,14.8,65 Years and Older,0.025
2001VA,2001,VA,Virginia,27.4,18 to 24 Years,0.025
2001VA,2001,VA,Virginia,25.8,25 to 44 Years,0.025
2001VA,2001,VA,Virginia,22,45 to 64 Years,0.025
2001VA,2001,VA,Virginia,10.8,65 Years and Older,0.025
2008VA,2008,VA,Virginia,9.3,65 Years and Older,0.3
2007VA,2007,VA,Virginia,19.3,45 to 64 Years,0.3
2007VA,2007,VA,Virginia,20.9,25 to 44 Years,0.3
2007VA,2007,VA,Virginia,23,18 to 24 Years,0.3
2007VA,2007,VA,Virginia,8.1,65 Years and Older,0.3
2009VA,2009,VA,Virginia,9.8,65 Years and Older,0.3
1996VA,1996,VA,Virginia,14.4,65 Years and Older,0.025
1996VA,1996,VA,Virginia,23.5,45 to 64 Years,0.025
1996VA,1996,VA,Virginia,27.3,25 to 44 Years,0.025
1996VA,1996,VA,Virginia,31.6,18 to 24 Years,0.025
2010VA,2010,VA,Virginia,8.5,65 Years and Older,0.3
2010VA,2010,VA,Virginia,25.7,18 to 24 Years,0.3
2010VA,2010,VA,Virginia,21,25 to 44 Years,0.3
2010VA,2010,VA,Virginia,18.2,45 to 64 Years,0.3
2009VA,2009,VA,Virginia,29.3,18 to 24 Years,0.3
2009VA,2009,VA,Virginia,20.4,25 to 44 Years,0.3
2009VA,2009,VA,Virginia,18.6,45 to 64 Years,0.3
2002VA,2002,VA,Virginia,31.6,18 to 24 Years,0.025
2002VA,2002,VA,Virginia,29.7,25 to 44 Years,0.025
2002VA,2002,VA,Virginia,21.7,45 to 64 Years,0.025
2002VA,2002,VA,Virginia,10.2,65 Years and Older,0.025
2000VA,2000,VA,Virginia,21.4,45 to 64 Years,0.025
2000VA,2000,VA,Virginia,24.2,25 to 44 Years,0.025
2000VA,2000,VA,Virginia,27.6,18 to 24 Years,0.025
2006VA,2006,VA,Virginia,18.6,45 to 64 Years,0.3
2006VA,2006,VA,Virginia,21.2,25 to 44 Years,0.3
2006VA,2006,VA,Virginia,28.5,18 to 24 Years,0.3
2006VA,2006,VA,Virginia,7.9,65 Years and Older,0.3
2003VA,2003,VA,Virginia,9.5,65 Years and Older,0.025
2003VA,2003,VA,Virginia,25.6,18 to 24 Years,0.025
2003VA,2003,VA,Virginia,25.1,25 to 44 Years,0.025
2003VA,2003,VA,Virginia,22.9,45 to 64 Years,0.025
1999VA,1999,VA,Virginia,24.1,18 to 24 Years,0.025
1999VA,1999,VA,Virginia,23.8,25 to 44 Years,0.025
1999VA,1999,VA,Virginia,20.8,45 to 64 Years,0.025
1999VA,1999,VA,Virginia,10.7,65 Years and Older,0.025
1997VA,1997,VA,Virginia,35.4,18 to 24 Years,0.025
2003WA,2003,WA,Washington,8.5,65 Years and Older,1.425
2007WA,2007,WA,Washington,7.6,65 Years and Older,2.025
2007WA,2007,WA,Washington,23.2,18 to 24 Years,2.025
2007WA,2007,WA,Washington,19,25 to 44 Years,2.025
2007WA,2007,WA,Washington,16.2,45 to 64 Years,2.025
2000WA,2000,WA,Washington,19.5,45 to 64 Years,0.825
2000WA,2000,WA,Washington,23.3,25 to 44 Years,0.825
2000WA,2000,WA,Washington,29.7,18 to 24 Years,0.825
2000WA,2000,WA,Washington,9.9,65 Years and Older,0.825
2003WA,2003,WA,Washington,27.4,18 to 24 Years,1.425
2003WA,2003,WA,Washington,22.2,25 to 44 Years,1.425
2003WA,2003,WA,Washington,18.5,45 to 64 Years,1.425
2002WA,2002,WA,Washington,9.5,65 Years and Older,1.425
2002WA,2002,WA,Washington,31.2,18 to 24 Years,1.425
2002WA,2002,WA,Washington,23,25 to 44 Years,1.425
2002WA,2002,WA,Washington,21.1,45 to 64 Years,1.425
2001WA,2001,WA,Washington,11,65 Years and Older,0.825
2009WA,2009,WA,Washington,14.8,45 to 64 Years,2.025
2009WA,2009,WA,Washington,17.7,25 to 44 Years,2.025
2009WA,2009,WA,Washington,18.4,18 to 24 Years,2.025
2001WA,2001,WA,Washington,26.3,25 to 44 Years,0.825
2001WA,2001,WA,Washington,30.5,18 to 24 Years,0.825
2001WA,2001,WA,Washington,20.8,45 to 64 Years,0.825
2009WA,2009,WA,Washington,6.5,65 Years and Older,2.025
1999WA,1999,WA,Washington,21.9,45 to 64 Years,0.825
1999WA,1999,WA,Washington,10,65 Years and Older,0.825
1997WA,1997,WA,Washington,30,18 to 24 Years,0.825
2005WA,2005,WA,Washington,7.9,65 Years and Older,2.025
2005WA,2005,WA,Washington,21.8,18 to 24 Years,2.025
2005WA,2005,WA,Washington,20.4,25 to 44 Years,2.025
2005WA,2005,WA,Washington,17.1,45 to 64 Years,2.025
2008WA,2008,WA,Washington,7.3,65 Years and Older,2.025
2008WA,2008,WA,Washington,22.1,18 to 24 Years,2.025
2008WA,2008,WA,Washington,17,25 to 44 Years,2.025
2008WA,2008,WA,Washington,15.8,45 to 64 Years,2.025
2010WA,2010,WA,Washington,16.3,45 to 64 Years,2.775
2010WA,2010,WA,Washington,17,18 to 24 Years,2.775
2010WA,2010,WA,Washington,17.1,25 to 44 Years,2.775
2010WA,2010,WA,Washington,7.2,65 Years and Older,2.775
1996WA,1996,WA,Washington,13.1,65 Years and Older,0.825
1996WA,1996,WA,Washington,22.6,45 to 64 Years,0.825
1996WA,1996,WA,Washington,26.2,25 to 44 Years,0.825
1996WA,1996,WA,Washington,30.3,18 to 24 Years,0.825
1999WA,1999,WA,Washington,28.3,18 to 24 Years,0.825
1999WA,1999,WA,Washington,26.2,25 to 44 Years,0.825
2006WA,2006,WA,Washington,16.8,45 to 64 Years,2.025
2006WA,2006,WA,Washington,18.5,25 to 44 Years,2.025
2006WA,2006,WA,Washington,25.3,18 to 24 Years,2.025
2006WA,2006,WA,Washington,7,65 Years and Older,2.025
1998WA,1998,WA,Washington,19.8,45 to 64 Years,0.825
1998WA,1998,WA,Washington,24.9,25 to 44 Years,0.825
1998WA,1998,WA,Washington,30.4,18 to 24 Years,0.825
1998WA,1998,WA,Washington,8.9,65 Years and Older,0.825
2004WA,2004,WA,Washington,17.8,45 to 64 Years,1.425
2004WA,2004,WA,Washington,22.2,25 to 44 Years,1.425
1997WA,1997,WA,Washington,27.3,25 to 44 Years,0.825
1997WA,1997,WA,Washington,23.7,45 to 64 Years,0.825
1997WA,1997,WA,Washington,11.2,65 Years and Older,0.825
2004WA,2004,WA,Washington,25.8,18 to 24 Years,1.425
2004WA,2004,WA,Washington,8.7,65 Years and Older,1.425
1999WV,1999,WV,West Virginia,33,18 to 24 Years,0.17
1999WV,1999,WV,West Virginia,34.9,25 to 44 Years,0.17
1999WV,1999,WV,West Virginia,8.8,65 Years and Older,0.17
2008WV,2008,WV,West Virginia,24.5,45 to 64 Years,0.55
2008WV,2008,WV,West Virginia,34.2,25 to 44 Years,0.55
2008WV,2008,WV,West Virginia,41.2,18 to 24 Years,0.55
2008WV,2008,WV,West Virginia,9.5,65 Years and Older,0.55
2009WV,2009,WV,West Virginia,10.7,65 Years and Older,0.55
2009WV,2009,WV,West Virginia,24.8,45 to 64 Years,0.55
2009WV,2009,WV,West Virginia,30.7,18 to 24 Years,0.55
2009WV,2009,WV,West Virginia,34.1,25 to 44 Years,0.55
2010WV,2010,WV,West Virginia,34.5,18 to 24 Years,0.55
2010WV,2010,WV,West Virginia,32.7,25 to 44 Years,0.55
2010WV,2010,WV,West Virginia,28.3,45 to 64 Years,0.55
2010WV,2010,WV,West Virginia,10.8,65 Years and Older,0.55
1996WV,1996,WV,West Virginia,27.5,45 to 64 Years,0.17
1996WV,1996,WV,West Virginia,15,65 Years and Older,0.17
1996WV,1996,WV,West Virginia,28.6,18 to 24 Years,0.17
1996WV,1996,WV,West Virginia,31.9,25 to 44 Years,0.17
2000WV,2000,WV,West Virginia,11.4,65 Years and Older,0.17
2000WV,2000,WV,West Virginia,26.1,45 to 64 Years,0.17
2000WV,2000,WV,West Virginia,29.6,18 to 24 Years,0.17
2000WV,2000,WV,West Virginia,33.5,25 to 44 Years,0.17
2001WV,2001,WV,West Virginia,11.2,65 Years and Older,0.17
2001WV,2001,WV,West Virginia,26.3,45 to 64 Years,0.17
2001WV,2001,WV,West Virginia,41.1,18 to 24 Years,0.17
2001WV,2001,WV,West Virginia,35.2,25 to 44 Years,0.17
2002WV,2002,WV,West Virginia,12.3,65 Years and Older,0.17
2002WV,2002,WV,West Virginia,26.8,45 to 64 Years,0.17
2002WV,2002,WV,West Virginia,35.3,25 to 44 Years,0.17
2002WV,2002,WV,West Virginia,38.9,18 to 24 Years,0.17
1998WV,1998,WV,West Virginia,12.5,65 Years and Older,0.17
1998WV,1998,WV,West Virginia,26.4,45 to 64 Years,0.17
2003WV,2003,WV,West Virginia,10.8,65 Years and Older,0.55
2003WV,2003,WV,West Virginia,26.2,45 to 64 Years,0.55
2003WV,2003,WV,West Virginia,35.4,25 to 44 Years,0.55
2003WV,2003,WV,West Virginia,36.2,18 to 24 Years,0.55
1998WV,1998,WV,West Virginia,35.1,18 to 24 Years,0.17
1998WV,1998,WV,West Virginia,35.6,25 to 44 Years,0.17
2004WV,2004,WV,West Virginia,10,65 Years and Older,0.55
2004WV,2004,WV,West Virginia,25.4,45 to 64 Years,0.55
2004WV,2004,WV,West Virginia,34.3,25 to 44 Years,0.55
2004WV,2004,WV,West Virginia,37.6,18 to 24 Years,0.55
2005WV,2005,WV,West Virginia,38.2,18 to 24 Years,0.55
2005WV,2005,WV,West Virginia,31.7,25 to 44 Years,0.55
2005WV,2005,WV,West Virginia,27,45 to 64 Years,0.55
2005WV,2005,WV,West Virginia,10.5,65 Years and Older,0.55
1997WV,1997,WV,West Virginia,37.6,18 to 24 Years,0.17
1997WV,1997,WV,West Virginia,12.7,65 Years and Older,0.17
1997WV,1997,WV,West Virginia,25.6,45 to 64 Years,0.17
1997WV,1997,WV,West Virginia,33.9,25 to 44 Years,0.17
2006WV,2006,WV,West Virginia,12.8,65 Years and Older,0.55
2006WV,2006,WV,West Virginia,24.6,45 to 64 Years,0.55
2006WV,2006,WV,West Virginia,30.9,25 to 44 Years,0.55
2006WV,2006,WV,West Virginia,36.2,18 to 24 Years,0.55
2007WV,2007,WV,West Virginia,34.9,18 to 24 Years,0.55
2007WV,2007,WV,West Virginia,26.1,45 to 64 Years,0.55
2007WV,2007,WV,West Virginia,11.5,65 Years and Older,0.55
2007WV,2007,WV,West Virginia,34.6,25 to 44 Years,0.55
1999WV,1999,WV,West Virginia,28.1,45 to 64 Years,0.17
2004WI,2004,WI,Wisconsin,7.8,65 Years and Older,0.77
2004WI,2004,WI,Wisconsin,28.4,18 to 24 Years,0.77
2004WI,2004,WI,Wisconsin,22,45 to 64 Years,0.77
2004WI,2004,WI,Wisconsin,26.3,25 to 44 Years,0.77
2009WI,2009,WI,Wisconsin,16.7,45 to 64 Years,2.145
2009WI,2009,WI,Wisconsin,24,25 to 44 Years,2.145
2009WI,2009,WI,Wisconsin,27.5,18 to 24 Years,2.145
2009WI,2009,WI,Wisconsin,6.5,65 Years and Older,2.145
2000WI,2000,WI,Wisconsin,39.7,18 to 24 Years,0.59
2000WI,2000,WI,Wisconsin,10.2,65 Years and Older,0.59
1996WI,1996,WI,Wisconsin,9.2,65 Years and Older,0.44
1996WI,1996,WI,Wisconsin,30.4,25 to 44 Years,0.44
1996WI,1996,WI,Wisconsin,30.1,18 to 24 Years,0.44
1996WI,1996,WI,Wisconsin,25.1,45 to 64 Years,0.44
2005WI,2005,WI,Wisconsin,19.2,45 to 64 Years,0.77
2005WI,2005,WI,Wisconsin,24.6,18 to 24 Years,0.77
2005WI,2005,WI,Wisconsin,26.3,25 to 44 Years,0.77
2005WI,2005,WI,Wisconsin,9.2,65 Years and Older,0.77
1999WI,1999,WI,Wisconsin,32.2,18 to 24 Years,0.59
1999WI,1999,WI,Wisconsin,26.8,25 to 44 Years,0.59
1999WI,1999,WI,Wisconsin,22,45 to 64 Years,0.59
1999WI,1999,WI,Wisconsin,14,65 Years and Older,0.59
2010WI,2010,WI,Wisconsin,18,45 to 64 Years,2.52
1998WI,1998,WI,Wisconsin,6.7,65 Years and Older,0.59
1998WI,1998,WI,Wisconsin,42.4,18 to 24 Years,0.59
1998WI,1998,WI,Wisconsin,26.3,25 to 44 Years,0.59
1998WI,1998,WI,Wisconsin,22.2,45 to 64 Years,0.59
2002WI,2002,WI,Wisconsin,21.4,45 to 64 Years,0.77
2002WI,2002,WI,Wisconsin,27.7,25 to 44 Years,0.77
2002WI,2002,WI,Wisconsin,35.4,18 to 24 Years,0.77
2002WI,2002,WI,Wisconsin,8.3,65 Years and Older,0.77
2010WI,2010,WI,Wisconsin,24.1,25 to 44 Years,2.52
2010WI,2010,WI,Wisconsin,27.1,18 to 24 Years,2.52
